"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"KQ:216080","Jetema Ltd","216080","07/10/2020","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7216080002","BK72GY4","341,106,400,000","KRW","Analyze"
"KQ:078160","MEDIPOST CO. LTD.","078160","07/29/2005","Global Equity","Common stocks","Emerging markets","Health Care","KR7078160009","B0C5TJ4","338,355,585,024","KRW","Analyze"
"KQ:084990","VIROMED CO. LTD.","084990","12/29/2005","Global Equity","Common stocks","Emerging markets","Health Care","KR7084990001","B0P5XC2","336,677,928,960","KRW","Analyze"
"KQ:058820","CMG PHARMACEUTICAL CO. LTD.","058820","08/31/2001","Global Equity","Common stocks","Emerging markets","Health Care","KR7058820002","6422794","334,842,888,192","KRW","Analyze"
"KQ:050890","Solid Inc","050890","07/08/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7050890003","B0C5W51","329,555,476,480","KRW","Analyze"
"KQ:178320","Seojin System Ltd","178320","01/03/2020","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7178320008","BF2ZFP7","327,622,656,000","KRW","Analyze"
"KQ:039440","Systems Technology Inc","039440","03/04/2002","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7039440003","","324,617,404,416","KRW","Analyze"
"KQ:206640","BODITECH MED INC","206640","12/29/2014","Global Equity","Common stocks","Emerging markets","Health Care","KR7206640005","BTPJCB9","322,328,494,080","KRW","Analyze"
"KQ:217270","Neptune","217270","06/18/2015","Global Equity","Common stocks","Developed markets ex-US","Communication","KR7217270008","BYNBTX3","321,859,452,928","KRW","Analyze"
"KQ:115450","G-TREEBNT LTD","115450","03/26/2010","Global Equity","Common stocks","Emerging markets","Information Technology","KR7115450009","B636JW1","312,195,481,600","KRW","Analyze"
"KQ:121800","Vidente Ltd","121800","12/01/2011","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7121800007","B712SF4","310,789,537,792","KRW","Analyze"
"KQ:265520","ADVANCED PROCESS SYSTEMS CORP","265520","04/07/2017","Global Equity","Common stocks","Emerging markets","Information Technology","KR7265520007","BF1HQF1","308,074,086,400","KRW","Analyze"
"KQ:136480","HARIM LTD","136480","05/02/2011","Global Equity","Common stocks","Developed markets ex-US","Food Beverage & Tobacco","KR7136480001","B68P8M6","306,919,047,168","KRW","Analyze"
"KQ:078070","Ubiquoss Holdings Inc","078070","01/23/2009","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7078070000","B3L8YJ0","306,172,985,344","KRW","Analyze"
"KQ:045390","Daea Ti Ltd","045390","05/17/2001","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7045390002","6354875","295,688,601,600","KRW","Analyze"
"KQ:108230","TOPTECK LTD","108230","09/15/2009","Global Equity","Common stocks","Emerging markets","Information Technology","KR7108230004","B3VVQ71","295,060,733,952","KRW","Analyze"
"KQ:014620","SUNG KWANG BEND CO. LTD.","014620","01/11/2001","Global Equity","Common stocks","Emerging markets","Industrials","KR7014620009","6321051","294,051,708,928","KRW","Analyze"
"KQ:100130","Dongkuk Structures & Construction Co Ltd","100130","08/31/2009","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7100130004","B4Y4KJ4","292,044,603,392","KRW","Analyze"
"KQ:237880","CLIO COSMETICS LTD","237880","11/09/2016","Global Equity","Common stocks","Emerging markets","Household & Personal Products","KR7237880000","BYX8VG1","291,847,864,320","KRW","Analyze"
"KQ:045100","Hanyang Eng Co Ltd","045100","09/20/2000","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7045100005","6282062","291,774,038,016","KRW","Analyze"
"KQ:131970","Tesna Inc","131970","10/22/2013","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7131970006","BFTC636","288,470,630,400","KRW","Analyze"
"KQ:084110","HUONS GLOBAL LTD","084110","12/19/2006","Global Equity","Common stocks","Emerging markets","Health Care","KR7084110006","B1GN485","278,264,020,992","KRW","Analyze"
"KQ:131370","Rsupport Ltd","131370","01/05/2011","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7131370009","B67F214","270,924,546,048","KRW","Analyze"
"KQ:038290","MACROGEN INC","038290","09/20/2000","Global Equity","Common stocks","Emerging markets","Unknown","KR7038290003","6211099","268,069,781,504","KRW","Analyze"
"KQ:035810","EASY BIO INC","035810","09/20/2000","Global Equity","Common stocks","Emerging markets","Unknown","KR7035810001","6235475","267,867,209,728","KRW","Analyze"
"KQ:230360","Echo Marketing Ltd","230360","08/08/2016","Global Equity","Common stocks","Developed markets ex-US","Communication","KR7230360000","BD1WY58","266,471,899,136","KRW","Analyze"
"KQ:299900","Wysiwyg Studios Co. Ltd","299900","12/20/2018","Global Equity","Comon stocks","Developed markets ex-US","Communication","KR7299900001","","266,020,798,464","KRW","Analyze"
"KQ:044490","TAEWOONG CO. LTD.","044490","11/08/2001","Global Equity","Common stocks","Emerging markets","Industrials","KR7044490001","6542119","250,092,503,040","KRW","Analyze"
"KQ:122990","WiSoL Co Ltd","122990","09/10/2010","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7122990005","","249,417,826,304","KRW","Analyze"
"KQ:013030","HY-LOK CORP.","013030","09/20/2000","Global Equity","Common stocks","Emerging markets","Industrials","KR7013030002","6221913","244,356,939,776","KRW","Analyze"
"KQ:052260","SKBIOLAND LTD","052260","05/17/2001","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7052260007","6353065","240,000,008,192","KRW","Analyze"
"KQ:011040","Kyungdong Pharm Co Ltd","011040","09/20/2000","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7011040003","","236,358,909,952","KRW","Analyze"
"KQ:108490","Robotis Co.Ltd","108490","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7108490004","","232,895,692,800","KRW","Analyze"
"KQ:268600","Cellivery Therapeutics Inc","268600","01/03/2020","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7268600004","BGXD7G2","227,956,211,712","KRW","Analyze"
"KQ:299660","Cellid Ltd","299660","02/20/2019","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7299660001","BJKGLV8","226,181,267,456","KRW","Analyze"
"KQ:138080","Oe Solutions Ltd","138080","02/27/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7138080007","BK4YQG5","222,511,480,832","KRW","Analyze"
"KQ:098460","KOH YOUNG TECHNOLOGY INC","098460","06/03/2008","Global Equity","Common stocks","Emerging markets","Information Technology","KR7098460009","B39Q399","220,399,206,400","KRW","Analyze"
"KQ:090360","Robostar Co.Ltd","090360","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7090360009","","215,962,501,120","KRW","Analyze"
"KQ:083790","CRYSTALGENOMICS INC.","083790","01/06/2006","Global Equity","Common stocks","Emerging markets","Health Care","KR7083790006","B0W9LL2","207,926,870,016","KRW","Analyze"
"KQ:018000","Unison Ltd","018000","09/14/2000","Global Equity","Common stocks","Developed markets ex-US","Industrials","KR7018000000","6195256","204,985,319,424","KRW","Analyze"
"KQ:293780","Aptabio Therapeutics Inc","293780","07/10/2020","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7293780003","BKC5SZ3","200,767,356,928","KRW","Analyze"
"KQ:025320","SYNOPEX INC","025320","09/20/2000","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7025320003","6178666","199,055,998,976","KRW","Analyze"
"KQ:200670","HUMEDIX LTD","200670","12/26/2014","Global Equity","Common stocks","Emerging markets","Unknown","KR7200670008","BTGCVD2","192,623,149,056","KRW","Analyze"
"KQ:043370","PYEONG HWA AUTOMOTIVE CO. LTD.","043370","12/13/2001","Global Equity","Common stocks","Emerging markets","Consumer Discretionary","KR7043370006","6427744","192,139,018,240","KRW","Analyze"
"KQ:086450","DONGKOOK PHARMACEUTICAL LTD","086450","05/29/2007","Global Equity","Common stocks","Emerging markets","Health Care","KR7086450004","B1Y3XY6","192,054,067,200","KRW","Analyze"
"KQ:353810","Easy Bio Inc","353810","07/10/2020","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","KR7353810005","BMFDYW7","190,106,000,000","KRW","Analyze"
"KQ:049950","Meerecompany Inc","049950","01/04/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7049950009","B058V49","188,164,603,904","KRW","Analyze"
"KQ:067290","JW SHINYAK CORP","067290","02/11/2003","Global Equity","Common stocks","Emerging markets","Unknown","KR7067290007","6585932","183,848,566,784","KRW","Analyze"
"KQ:108860","Selvas AI Inc","108860","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7108860008","","182,843,408,384","KRW","Analyze"
"KQ:010170","Taihan Fiberoptics Co Ltd","010170","09/20/2000","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7010170009","6278351","180,666,925,056","KRW","Analyze"
"KQ:294140","Lemon Ltd","294140","07/10/2020","Global Equity","Common stocks","Developed markets ex-US","Materials","KR7294140009","BKKKMS1","175,565,000,000","KRW","Analyze"
"KQ:065660","Anterogen Ltd","065660","02/15/2016","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7065660003","BYMM0G7","169,014,640,640","KRW","Analyze"
"KQ:140410","Mezzion Pharma Ltd","140410","01/20/2012","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7140410002","B55W726","167,934,984,192","KRW","Analyze"
"KQ:201490","Me2on Co. Ltd","201490","10/10/2016","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7201490000","","164,103,454,720","KRW","Analyze"
"KQ:200230","TELCON INC","200230","11/24/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7200230001","BSQX7Z2","162,163,163,136","KRW","Analyze"
"KQ:087010","PEPTRON INC","087010","07/22/2015","Global Equity","Common stocks","Emerging markets","Unknown","KR7087010005","BYMXG51","154,797,654,016","KRW","Analyze"
"KQ:042000","Cafe24 Corp","042000","02/08/2018","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7042000000","BF062T5","153,247,252,480","KRW","Analyze"
"KQ:066700","Theragen Etex Co. Ltd.","066700","05/28/2004","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7066700006","B012WC0","151,313,842,176","KRW","Analyze"
"KQ:319660","Psk Inc","319660","01/03/2020","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7319660007","BJBW4Q1","151,295,197,184","KRW","Analyze"
"KQ:054620","APS HOLDINGS CORP","054620","12/04/2001","Global Equity","Common stocks","Emerging markets","SEMICONDUCTORS & SEMICONDUCTOR EQUIPMEN","KR7054620000","6425588","147,451,052,032","KRW","Analyze"
"KQ:191420","Tego Science Inc","191420","11/06/2014","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7191420009","BSJC4V1","144,939,614,208","KRW","Analyze"
"KQ:226950","Olix Pharmaceuticals Inc","226950","01/03/2020","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7226950004","BFYD4D0","139,226,693,632","KRW","Analyze"
"KQ:052020","Stcube","052020","07/05/2001","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7052020005","6375058","136,453,046,272","KRW","Analyze"
"KQ:067080","DAE HWA PHARMACEUTICAL CO. LTD.","067080","02/14/2003","Global Equity","Common stocks","Emerging markets","Unknown","KR7067080002","6587637","133,743,214,592","KRW","Analyze"
"KQ:005990","MAEIL HOLDINGS LTD","005990","09/20/2000","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7005990007","6326669","133,108,252,672","KRW","Analyze"
"KQ:245620","Eone Diagnomics Ltd","245620","06/26/2018","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7245620000","BDFX1Y5","129,137,254,400","KRW","Analyze"
"KQ:222040","NUTRIBIOTECH LTD","222040","12/16/2015","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7222040008","BZ76QC9","120,880,078,848","KRW","Analyze"
"KQ:027050","Coreana Cosmetics Co.Ltd","027050","09/14/2000","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","KR7027050004","6194985","120,572,403,712","KRW","Analyze"
"KQ:049960","CELL BIOTECH CO. LTD.","049960","12/13/2002","Global Equity","Common stocks","Emerging markets","Unknown","KR7049960008","6571146","118,887,997,440","KRW","Analyze"
"KQ:064240","HOMECAST LTD","064240","06/11/2003","Global Equity","Common stocks","Emerging markets","Information Technology","KR7064240005","6623906","114,645,573,632","KRW","Analyze"
"KQ:203690","Prostemics Ltd","203690","09/30/2014","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7203690003","BRB2TT5","108,899,516,416","KRW","Analyze"
"KQ:115160","Humax Co. Ltd","115160","11/16/2009","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7115160004","B4TSY22","104,734,613,504","KRW","Analyze"
"KQ:263050","Eutilex Ltd","263050","01/03/2020","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7263050007","BG0B3J4","99,147,538,432","KRW","Analyze"
"KQ:065620","JENAX INC","065620","06/28/2002","Global Equity","Common stocks","Emerging markets","Materials","KR7065620007","6534503","71,245,783,040","KRW","Analyze"
"KQ:042040","Kpm Tech Ltd","042040","01/07/2003","Global Equity","Common stocks","Developed markets ex-US","Materials","KR7042040006","6574952","68,126,183,424","KRW","Analyze"
"KQ:256840","BNC Korea Co. Ltd","256840","07/10/2020","Global Equity","Comon stocks","Developed markets ex-US","Health Care","","","65,089,900,544","KRW","Analyze"
"KQ:114570","G-SMATT GLOBAL LTD","114570","02/04/2010","Global Equity","Common stocks","Emerging markets","Information Technology","KR7114570005","B3PQQC7","58,681,139,200","KRW","Analyze"
"KQ:016100","LEADERS COSMETICS LTD","016100","01/15/2003","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7016100000","6582245","54,444,687,360","KRW","Analyze"
"KQ:168330","NATURALENDO TECH LTD","168330","10/30/2013","Global Equity","Common stocks","Emerging markets","Unknown","KR7168330009","BG48DT1","51,722,858,496","KRW","Analyze"
"KQ:069110","COSON Co. Ltd","069110","10/14/2003","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","KR7069110005","6696889","49,173,635,072","KRW","Analyze"
"KQ:208370","SELVAS Healthcare Inc","208370","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7208370007","","42,930,880,512","KRW","Analyze"
"KQ:208340","Pharmabcine Inc","208340","01/03/2020","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7208340000","BH0LWB6","36,701,872,128","KRW","Analyze"
"KQ:073070","Esmo Corp","073070","01/28/2004","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","KR7073070005","6723817","35,680,387,072","KRW","Analyze"
"KQ:003670","POSCO CHEMTECH CO. LTD.","003670","11/01/2001","Global Equity","Common stocks","Emerging markets","Materials","KR7003670007","6419451","0","KRW","Analyze"
"KQ:005290","DONGJIN SEMICHEM LTD","005290","09/20/2000","Global Equity","Common stocks","Emerging markets","Materials","KR7005290002","6219297","0","KRW","Analyze"
"KQ:005385","HYUNDAI MOTOR PREF","005385","01/04/2000","Global Equity","Common stocks","Emerging markets","Consumer Discretionary","KR7005381009","6451022","0","KRW","Analyze"
"KQ:005387","HYUNDAI MOTOR CO 2ND PRF","005387","01/04/2000","Global Equity","Common stocks","Emerging markets","Consumer Discretionary","KR7005382007","6148272","0","KRW","Analyze"
"KQ:010955","010955","010955","01/04/2000","Global Equity","Common stocks","Developed markets ex-US","Energy","KR7010951002","6406066","0","KRW","Analyze"
"KQ:01575018","Sungwoo Hite R Right Ltd","01575018","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Other","KRA015750185","BD59477","0","KRW","Analyze"
"KQ:016170","LOEN ENTERTAINMENT INC","016170","10/21/2022","Global Equity","Common stocks","Emerging markets","Consumer Discretionary","KR7016170003","6334521","0","KRW","Analyze"
"KQ:016790","HYUNDAI FEED Inc","016790","06/01/2018","Global Equity","Comon stocks","Developed markets ex-US","Consumer Staples","","","0","KRW","Analyze"
"KQ:026960","DONG SUH","026960","09/14/2000","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7026960005","6605993","0","KRW","Analyze"
"KQ:0283001A","Hlb R Rights Inc","0283001A","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","KRA0283001A8","BLJNVR0","0","KRW","Analyze"
"KQ:034830","KOREA REAL ESTATE INVESTMENT TRUST","034830","05/23/2001","Global Equity","Common stocks","Emerging markets","Real Estate","KR7034830000","6354488","0","KRW","Analyze"
"KQ:042660","DAEWOO SHIPBUILDING & MARINE ENGIN","042660","02/02/2001","Global Equity","Common stocks","Emerging markets","Industrials","KR7042660001","6211732","0","KRW","Analyze"
"KQ:049070","Intops Co. Ltd","049070","02/21/2002","Global Equity","Comon stocks","Developed markets ex-US","Information Technology","","","0","KRW","Analyze"
"KQ:0508901B","Solid R Rts Rights Inc","0508901B","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KRA0508901B6","BNKDXP5","0","KRW","Analyze"
"KQ:05137017","INTERFLEX R RIGHTS LTD","05137017","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KRA051370179","BDFC3N5","0","KRW","Analyze"
"KQ:051905","LG HOUSEHOLD & HEALTH CARE LTD. PR","051905","05/02/2001","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7051901007","6346935","0","KRW","Analyze"
"KQ:051915","LG CHEM LTD PRF","051915","05/02/2001","Global Equity","Common stocks","Emerging markets","Materials","KR7051911006","6346924","0","KRW","Analyze"
"KQ:052400","Kona I Ltd","052400","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7052400009","6416452","0","KRW","Analyze"
"KQ:05882019","Cmg Pharmaceutical R Right Ltd","05882019","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KRA058820192","BK9VMW9","0","KRW","Analyze"
"KQ:064260","Danal Co. Ltd","064260","07/23/2004","Global Equity","Comon stocks","Developed markets ex-US","Information Technology","","","0","KRW","Analyze"
"KQ:065160","FINETEX ENE INC.","065160","10/21/2022","Global Equity","Common stocks","Emerging markets","Capital Goods","KR7065160004","6539456","0","KRW","Analyze"
"KQ:06516017","FINETEX ENE R RIGHTS INC","06516017","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Industrials","KRA065160178","BDVP4M4","0","KRW","Analyze"
"KQ:0669701A","L&F R Right Ltd","0669701A","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KRA0669701A7","BL9Z8L9","0","KRW","Analyze"
"KQ:0669701B","L&F R Rights Ltd","0669701B","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KRA0669701B5","BNNTKT3","0","KRW","Analyze"
"KQ:067310","HANA Micron Inc","067310","10/12/2005","Global Equity","Comon stocks","Developed markets ex-US","Information Technology","","","0","KRW","Analyze"
"KQ:068270","CELLTRION INC","068270","07/19/2005","Global Equity","Common stocks","Emerging markets","Health Care","KR7068270008","B0C5YV1","0","KRW","Analyze"
"KQ:079550","LIG NEX1 LTD","079550","10/02/2015","Global Equity","Common stocks","Developed markets ex-US","Industrials","KR7079550000","BZ0RDZ1","0","KRW","Analyze"
"KQ:08379018","Crystal Geno R Right Inc","08379018","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KRA083790188","BG0B4M4","0","KRW","Analyze"
"KQ:0849901A","Helixmith R Rights Ltd","0849901A","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KRA0849901A6","BMZCFP4","0","KRW","Analyze"
"KQ:0869001A","Medy-Tox R Right Inc","0869001A","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KRA0869001A0","BN4QZ87","0","KRW","Analyze"
"KQ:090435","AMOREPACIFIC CORP. NON-VOTING PREF","090435","06/29/2006","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7090431008","B1638D8","0","KRW","Analyze"
"KQ:121600","Advanced Nano Products Co. Ltd","121600","02/09/2011","Global Equity","Comon stocks","Developed markets ex-US","Materials","","","0","KRW","Analyze"
"KQ:123100","Tera Semicon Co Ltd","123100","11/01/2011","Global Equity","Common stocks","Developed markets ex-US","Unknown","KR7123100000","","0","KRW","Analyze"
"KQ:123890","KOREA ASSET IN TRUST LTD TRUST","123890","10/21/2022","Global Equity","Common stocks","Emerging markets","Real Estate","KR7123890006","BD6NPN1","0","KRW","Analyze"
"KQ:130960","CJ E&M CORP","130960","09/20/2000","Global Equity","Common stocks","Emerging markets","Consumer Discretionary","KR7130960008","B670SY4","0","KRW","Analyze"
"KQ:138250","NS SHOPPING LTD","138250","10/21/2022","Global Equity","Common stocks","Emerging markets","Consumer Discretionary","KR7138250006","BWCH4B1","0","KRW","Analyze"
"KQ:145720","DENTIUM","145720","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7145720009","BF07GJ6","0","KRW","Analyze"
"KQ:152330","Korea Autoglass Corp","152330","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Unknown","","","0","KRW","Analyze"
"KQ:1571854D","Systems Technology Inc Rts","1571854D","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Unknown","","","0","KRW","Analyze"
"KQ:1720911D","Helixmith Co Ltd Rights","1720911D","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","","BK1WLB2","0","KRW","Analyze"
"KQ:1725888D","Naturecell Co Ltd Rights","1725888D","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","","BJVR1B0","0","KRW","Analyze"
"KQ:183490","Enzychem Lifesciences Corp","183490","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7183490002","BF5S8Y3","0","KRW","Analyze"
"KQ:185750","CHONG KUN DANG PHARMACEUTICAL CORP","185750","10/21/2022","Global Equity","Common stocks","Emerging markets","Health Care","KR7185750007","BFZD2P7","0","KRW","Analyze"
"KQ:189300","Intellian Technologies Inc","189300","10/18/2016","Global Equity","Comon stocks","Developed markets ex-US","Information Technology","","","0","KRW","Analyze"
"KQ:192080","DOUBLEU GAMES LTD","192080","11/04/2015","Global Equity","Common stocks","Emerging markets","Information Technology","KR7192080000","BYQ1MZ3","0","KRW","Analyze"
"KQ:192400","Cuckoo Holdings Co Ltd","192400","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Unknown","","BPF0559","0","KRW","Analyze"
"KQ:192530","KJB FINANCIAL GROUP CO LTD","192530","10/21/2022","Global Equity","Common stocks","Emerging markets","Financials","KR7192530004","BJVDZB6","0","KRW","Analyze"
"KQ:192820","COSMAX INC","192820","10/21/2022","Global Equity","Common stocks","Emerging markets","Consumer Staples","KR7192820009","BKF2806","0","KRW","Analyze"
"KQ:195940","HK Inno.N Corp.","195940","08/09/2021","Global Equity","Comon stocks","Developed markets ex-US","Health Care","","","0","KRW","Analyze"
"KQ:200880","Seoyon E-Hwa Co Ltd","200880","08/08/2014","Global Equity","Common stocks","Developed markets ex-US","Unknown","","BNGMV52","0","KRW","Analyze"
"KQ:206650","Eubiologics Ltd","206650","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7206650004","BDRVZL2","0","KRW","Analyze"
"KQ:213500","Hansol Paper Co Ltd","213500","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Unknown","","BTKH940","0","KRW","Analyze"
"KQ:2184101B","Rfhic Corp","2184101B","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KRA2184101B0","BMWPSF7","0","KRW","Analyze"
"KQ:225570","Nat Games Co.Ltd","225570","09/25/2015","Global Equity","Comon stocks","Developed markets ex-US","Communication","","","0","KRW","Analyze"
"KQ:2302401A","Hfr Inc R Rights","2302401A","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KRA2302401A3","BM96JD8","0","KRW","Analyze"
"KQ:241560","DOOSAN BOBCAT INC","241560","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Industrials","KR7241560002","BYX9GP8","0","KRW","Analyze"
"KQ:249420","IL DONG PHARM LTD","249420","10/21/2022","Global Equity","Common stocks","Emerging markets","Health Care","KR7249420001","BD0B3W6","0","KRW","Analyze"
"KQ:267260","HYUNDAI ELECTRIC & ENERGY SYSTEMS","267260","05/10/2017","Global Equity","Common stocks","Developed markets ex-US","Industrials","KR7267260008","BD4HFR9","0","KRW","Analyze"
"KQ:267270","HYUNDAI CONSTRUCTION EQUIPMENT LTD","267270","05/10/2017","Global Equity","Common stocks","Developed markets ex-US","Industrials","KR7267270007","BD4HFS0","0","KRW","Analyze"
"KQ:271560","ORION CORP","271560","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","KR7271560005","BDVLJ72","0","KRW","Analyze"
"KQ:271980","JEIL PHARM LTD","271980","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Health Care","KR7271980005","BYTPDS2","0","KRW","Analyze"
"KQ:280360","LOTTE CONF LTD","280360","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","KR7280360009","BZ60JT0","0","KRW","Analyze"
"KQ:281820","KC TECH LTD","281820","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Information Technology","KR7281820001","BD3S0S9","0","KRW","Analyze"
"KQ:282330","BGF Retail Co Ltd/New","282330","10/21/2022","Global Equity","Common stocks","Developed markets ex-US","Unknown","","","0","KRW","Analyze"
"KQ:289220","GiantStep Co. Ltd.","289220","03/24/2021","Global Equity","Comon stocks","Developed markets ex-US","Communication","","","0","KRW","Analyze"
"KQ:348370","Enchem Co. Ltd.","348370","11/01/2021","Global Equity","Comon stocks","Developed markets ex-US","Materials","","","0","KRW","Analyze"