Ticker,Name,Exchange
EUR-ILS.F,EUR-ILS.F,
CADMOP=X,CAD/MOP,CCY
CZKARS=X,CZK/ARS,CCY
CHFUGX=X,CHF/UGX,CCY
CADTRY=X,CAD/TRY,CCY
CHFAMD=X,CHF/AMD,CCY
CADTTD=X,CAD/TTD,CCY
CADYER=X,CAD/YER,CCY
CADBMD=X,CAD/BMD,CCY
CADVEF=X,CAD/VEF,CCY
CHFVEF=X,CHF/VEF,CCY
CHFCUP=X,CHF/CUP,CCY
CHFTJS=X,CHF/TJS,CCY
CHFPGK=X,CHF/PGK,CCY
CADPYG=X,CAD/PYG,CCY
CZKKES=X,CZK/KES,CCY
CZKISK=X,CZK/ISK,CCY
EUR-MNT.F,EUR-MNT.F,FRA
CHFPAB=X,CHF/PAB,CCY
CNHINR=X,CNH/INR,CCY
CZKVEF=X,CZK/VEF,CCY
CADSHP=X,CAD/SHP,CCY
CZKJOD=X,CZK/JOD,CCY
CHFEGP=X,CHF/EGP,CCY
CADBTN=X,CAD/BTN,CCY
CADPAB=X,CAD/PAB,CCY
CZKBAM=X,CZK/BAM,CCY
CHFKHR=X,CHF/KHR,CCY
CNYMXN=X,CNY/MXN,CCY
CADBIF=X,CAD/BIF,CCY
CHFGBP=X,CHF/GBP,CCY
CZKBND=X,CZK/BND,CCY
CZKJPY=X,CZK/JPY,CCY
CADUAH=X,CAD/UAH,CCY
CHFRUB=X,CHF/RUB,CCY
CADBDT=X,CAD/BDT,CCY
CHFDZD=X,CHF/DZD,CCY
CHFNPR=X,CHF/NPR,CCY
CNYGBP=X,CNY/GBP,CCY
19666227.SW,,
CHFDEM=X,CHF/DEM,CCY
19663223.SW,,
CNYMUR=X,CNY/MUR,CCY
CNYJOD=X,CNY/JOD,CCY
CLPJPY=X,CLP/JPY,CCY
CNYDKK=X,CNY/DKK,CCY
CADAWG=X,CAD/AWG,CCY
CHFBZD=X,CHF/BZD,CCY
CHFBRL=X,CHF/BRL,CCY
CNHGBP=X,CNH/GBP,CCY
CHFXAF=X,CHF/XAF,CCY
2219069=X,,
CUPUSD=X,CUP/USD,CCY
CADSZL=X,CAD/SZL,CCY
CADPGK=X,CAD/PGK,CCY
CHFSYP=X,CHF/SYP,CCY
NOKNZD=X,NOK/NZD,CCY
CADFKP=X,CAD/FKP,CCY
CHFNOK=X,CHF/NOK,CCY
CADKMF=X,CAD/KMF,CCY
CADCNY=X,CAD/CNY,CCY
CHFLYD=X,CHF/LYD,CCY
RSO.PA,RSO.PA,PAR
CHFLRD=X,CHF/LRD,CCY
ZARNZD=X,ZAR/NZD,CCY
CADMMK=X,CAD/MMK,CCY
CZKNZD=X,CZK/NZD,CCY
CHFMOP=X,CHF/MOP,CCY
CHFKGS=X,CHF/KGS,CCY
CHFMGA=X,CHF/MGA,CCY
CNYXDR=X,CNY/XDR,CCY
CNYLVL=X,CNY/LVL,CCY
CHFHKD=X,CHF/HKD,CCY
CADXCD=X,CAD/XCD,CCY
CHFOMR=X,CHF/OMR,CCY
CADMRO=X,CAD/MRO,CCY
CADNOK=X,CAD/NOK,CCY
CHFHUF=X,CHF/HUF,CCY
CADAOA=X,CAD/AOA,CCY
CADSLL=X,CAD/SLL,CCY
EURILS=X,EUR/ILS,CCY
CNYKRW=X,CNY/KRW,CCY
CADFJD=X,CAD/FJD,CCY
CLPBRL=X,CLP/BRL,CCY
CZKTHB=X,CZK/THB,CCY
CADBSD=X,CAD/BSD,CCY
EUR-GEL.F,EUR-GEL.F,
CHFFJD=X,CHF/FJD,CCY
CADANG=X,CAD/ANG,CCY
CHFCAD=X,CHF/CAD,CCY
CHFMVR=X,CHF/MVR,CCY
CZKBHD=X,CZK/BHD,CCY
CADZMW=X,CAD/ZMW,CCY
CNHSGD=X,CNH/SGD,CCY
CADBND=X,CAD/BND,CCY
CHFBWP=X,CHF/BWP,CCY
CZKTND=X,CZK/TND,CCY
CADPHP=X,CAD/PHP,CCY
CADSEK=X,CAD/SEK,CCY
CNYCAD=X,CNY/CAD,CCY
CHFSHP=X,CHF/SHP,CCY
CUPEUR=X,CUP/EUR,CCY
CNYZAR=X,CNY/ZAR,CCY
CHFGHS=X,CHF/GHS,CCY
CZK=X,USD/CZK,CCY
CHFJOD=X,CHF/JOD,CCY
CHFNZD=X,CHF/NZD,CCY
CZKHUF=X,CZK/HUF,CCY
CDF=X,USD/CDF,CCY
CHFWST=X,CHF/WST,CCY
CADSRD=X,CAD/SRD,CCY
CADCLP=X,CAD/CLP,CCY
HKDSEK=X,HKD/SEK,CCY
CHFMZN=X,CHF/MZN,CCY
CHFPYG=X,CHF/PYG,CCY
CADLVL=X,CAD/LVL,CCY
CADLTL=X,CAD/LTL,CCY
CADMUR=X,CAD/MUR,CCY
CNYEUR=X,CNY/EUR,CCY
13750330.SW,13750330.SW,EBS
SGDSEK=X,SGD/SEK,CCY
CZKGBP=X,CZK/GBP,CCY
CHFSRD=X,CHF/SRD,CCY
CADLKR=X,CAD/LKR,CCY
CHFGNF=X,CHF/GNF,CCY
CHFERN=X,CHF/ERN,CCY
NOKCAD=X,NOK/CAD,CCY
CHF=X,USD/CHF,CCY
CHFKRW=X,CHF/KRW,CCY
CZKUSD=X,CZK/USD,CCY
CHFXOF=X,CHF/XOF,CCY
CNHKRW=X,CNH/KRW,CCY
CADLBP=X,CAD/LBP,CCY
CHFLKR=X,CHF/LKR,CCY
19666222.SW,,
ZARNOK=X,ZAR/NOK,CCY
CADAZN=X,CAD/AZN,CCY
CHFALL=X,CHF/ALL,CCY
3017024.EX,,
CZKSGD=X,CZK/SGD,CCY
CZKKWD=X,CZK/KWD,CCY
29134333=X,,
ZARHKD=X,ZAR/HKD,CCY
CLPCOP=X,CLP/COP,CCY
CADBRL=X,CAD/BRL,CCY
3017005.EX,,
CADVND=X,CAD/VND,CCY
CNYSAR=X,CNY/SAR,CCY
CNYNZD=X,CNY/NZD,CCY
11667437.SW,,
CADNIO=X,CAD/NIO,CCY
CHFKES=X,CHF/KES,CCY
CHFBMD=X,CHF/BMD,CCY
CZKIDR=X,CZK/IDR,CCY
CLPDKK=X,CLP/DKK,CCY
CADIDR=X,CAD/IDR,CCY
CNYMAD=X,CNY/MAD,CCY
CNYIDR=X,CNY/IDR,CCY
CZKTRY=X,CZK/TRY,CCY
CHFPHP=X,CHF/PHP,CCY
CHFJMD=X,CHF/JMD,CCY
CADKWD=X,CAD/KWD,CCY
CADUGX=X,CAD/UGX,CCY
CADUZS=X,CAD/UZS,CCY
CADNPR=X,CAD/NPR,CCY
CHFRON=X,CHF/RON,CCY
CNYTWD=X,CNY/TWD,CCY
CHFTHB=X,CHF/THB,CCY
CADMZN=X,CAD/MZN,CCY
CZKKRW=X,CZK/KRW,CCY
CHFMMK=X,CHF/MMK,CCY
CNHTWD=X,CNH/TWD,CCY
COPMXN=X,COP/MXN,CCY
ILSEUR=X,ILS/EUR,CCY
CADMYR=X,CAD/MYR,CCY
CADISK=X,CAD/ISK,CCY
CZKEUR=X,CZK/EUR,CCY
CZKAUD=X,CZK/AUD,CCY
CADTJS=X,CAD/TJS,CCY
CHFCRC=X,CHF/CRC,CCY
CHFISK=X,CHF/ISK,CCY
CNYBRL=X,CNY/BRL,CCY
CHFTWD=X,CHF/TWD,CCY
CZKUYU=X,CZK/UYU,CCY
CADMKD=X,CAD/MKD,CCY
CZKLTL=X,CZK/LTL,CCY
CHFTTD=X,CHF/TTD,CCY
CADCRC=X,CAD/CRC,CCY
CHFBDT=X,CHF/BDT,CCY
CNYNOK=X,CNY/NOK,CCY
CADKRW=X,CAD/KRW,CCY
ZARGBP=X,ZAR/GBP,CCY
CHFSLL=X,CHF/SLL,CCY
9B4B.MU,9B4B.MU,MUN
CHFRWF=X,CHF/RWF,CCY
CADBGN=X,CAD/BGN,CCY
HRK=X,USD/HRK,CCY
CHFCNY=X,CHF/CNY,CCY
CHGLE.SW,,
CHFZWL=X,CHF/ZWL,CCY
RSM.PA,,
MYRGBP=X,MYR/GBP,CCY
COPJPY=X,COP/JPY,CCY
CADSOS=X,CAD/SOS,CCY
CNYLKR=X,CNY/LKR,CCY
CADJOD=X,CAD/JOD,CCY
EUR-ETB.F,EUR-ETB.F,
CRC=X,USD/CRC,CCY
CZKAED=X,CZK/AED,CCY
CADILS=X,CAD/ILS,CCY
CADNGN=X,CAD/NGN,CCY
CZKPGK=X,CZK/PGK,CCY
CNYTHB=X,CNY/THB,CCY
CZKCOP=X,CZK/COP,CCY
EURGEL=X,EUR/GEL,CCY
CNYTND=X,CNY/TND,CCY
CHFGEL=X,CHF/GEL,CCY
CHFSBD=X,CHF/SBD,CCY
CHFNGN=X,CHF/NGN,CCY
CHFLBP=X,CHF/LBP,CCY
CADXOF=X,CAD/XOF,CCY
CADJMD=X,CAD/JMD,CCY
XCP=X,COPPER HIGHGRADE,CCY
COPCLP=X,COP/CLP,CCY
CADZWL=X,CAD/ZWL,CCY
COP=X,USD/COP,CCY
CHFGTQ=X,CHF/GTQ,CCY
CHFBHD=X,CHF/BHD,CCY
29134337=X,,
NZDNOK=X,NZD/NOK,CCY
29134335=X,,
CZKLBP=X,CZK/LBP,CCY
SEKNZD=X,SEK/NZD,CCY
CADETB=X,CAD/ETB,CCY
CADOMR=X,CAD/OMR,CCY
CNYMYR=X,CNY/MYR,CCY
CHFZMW=X,CHF/ZMW,CCY
CADLSL=X,CAD/LSL,CCY
CZKCAD=X,CZK/CAD,CCY
CADCZK=X,CAD/CZK,CCY
CZKNOK=X,CZK/NOK,CCY
CNHPHP=X,CNH/PHP,CCY
CNHHKD=X,CNH/HKD,CCY
CNYEGP=X,CNY/EGP,CCY
NZDZAR=X,NZD/ZAR,CCY
EUR-GIP.F,EUR-GIP.F,
CZKOMR=X,CZK/OMR,CCY
CADSVC=X,CAD/SVC,CCY
CZKTWD=X,CZK/TWD,CCY
CADHUF=X,CAD/HUF,CCY
CADQAR=X,CAD/QAR,CCY
CADTHB=X,CAD/THB,CCY
CHFFKP=X,CHF/FKP,CCY
CLPPYG=X,CLP/PYG,CCY
SEKNOK=X,SEK/NOK,CCY
CHFCVE=X,CHF/CVE,CCY
CZKMXN=X,CZK/MXN,CCY
CADALL=X,CAD/ALL,CCY
CHFBGN=X,CHF/BGN,CCY
CADXPF=X,CAD/XPF,CCY
CADBHD=X,CAD/BHD,CCY
CLPTHB=X,CLP/THB,CCY
CHFITL=X,CHF/ITL,CCY
CLFUSD=X,CLF/USD,CCY
CNYOMR=X,CNY/OMR,CCY
CADBOB=X,CAD/BOB,CCY
CHFCZK=X,CHF/CZK,CCY
CHFPEN=X,CHF/PEN,CCY
CHFNIO=X,CHF/NIO,CCY
CADHTG=X,CAD/HTG,CCY
CHFCNH=X,CHF/CNH,CCY
CADGTQ=X,CAD/GTQ,CCY
CZKQAR=X,CZK/QAR,CCY
CADGMD=X,CAD/GMD,CCY
CADLYD=X,CAD/LYD,CCY
CADBWP=X,CAD/BWP,CCY
14243440.SW,,
HKDNOK=X,HKD/NOK,CCY
CHFSVC=X,CHF/SVC,CCY
CNYHKD=X,CNY/HKD,CCY
FSC1.EX,,
CADTOP=X,CAD/TOP,CCY
CADKGS=X,CAD/KGS,CCY
CHFUZS=X,CHF/UZS,CCY
CADVUV=X,CAD/VUV,CCY
CNYKWD=X,CNY/KWD,CCY
CADHRK=X,CAD/HRK,CCY
CZKPEN=X,CZK/PEN,CCY
CHFBOB=X,CHF/BOB,CCY
CHFTND=X,CHF/TND,CCY
CHOE.SW,,
CADKPW=X,CAD/KPW,CCY
SGDGBP=X,SGD/GBP,CCY
CHFLTL=X,CHF/LTL,CCY
CHFAUD=X,CHF/AUD,CCY
KESISK=X,KES/ISK,CCY
EUR-DZD.F,EUR-DZD.F,FRA
CLP=X,USD/CLP,CCY
CHFKZT=X,CHF/KZT,CCY
CADSTD=X,CAD/STD,CCY
CLFCLP=X,CLF/CLP,CCY
CADDKK=X,CAD/DKK,CCY
19664789.SW,,
29134336=X,,
CADDZD=X,CAD/DZD,CCY
CHFLVL=X,CHF/LVL,CCY
MYRNOK=X,MYR/NOK,CCY
CHFMAD=X,CHF/MAD,CCY
EURAFN=X,EUR/AFN,CCY
EURMNT=X,EUR/MNT,CCY
CLPVEF=X,CLP/VEF,CCY
CZKCHF=X,CZK/CHF,CCY
CZKLVL=X,CZK/LVL,CCY
CADXAF=X,CAD/XAF,CCY
CHFIQD=X,CHF/IQD,CCY
CADGHS=X,CAD/GHS,CCY
CADEGP=X,CAD/EGP,CCY
CYP=X,CYP=X,CCY
CADIQD=X,CAD/IQD,CCY
CVEUSD=X,CVE/USD,CCY
CVEDKK=X,CVE/DKK,CCY
CHFSEK=X,CHF/SEK,CCY
CHFHNL=X,CHF/HNL,CCY
19664658.SW,19664658.SW,EBS
CHFAOA=X,CHF/AOA,CCY
CNYSGD=X,CNY/SGD,CCY
CNYINR=X,CNY/INR,CCY
SGDNOK=X,SGD/NOK,CCY
CADTMT=X,CAD/TMT,CCY
CHFMNT=X,CHF/MNT,CCY
HKDGBP=X,HKD/GBP,CCY
CZKRON=X,CZK/RON,CCY
CHFYER=X,CHF/YER,CCY
CHFLAK=X,CHF/LAK,CCY
CHFGYD=X,CHF/GYD,CCY
CHTIE.SW,CHTIE.SW,EBS
CHFMWK=X,CHF/MWK,CCY
CADMNT=X,CAD/MNT,CCY
CADHKD=X,CAD/HKD,CCY
EURSLL=X,EUR/SLL,CCY
CADCVE=X,CAD/CVE,CCY
CZKDKK=X,CZK/DKK,CCY
CADSCR=X,CAD/SCR,CCY
CHFSCR=X,CHF/SCR,CCY
CHFKMF=X,CHF/KMF,CCY
CHFSAR=X,CHF/SAR,CCY
CHFHTG=X,CHF/HTG,CCY
CHFGMD=X,CHF/GMD,CCY
CZKPKR=X,CZK/PKR,CCY
CADNAD=X,CAD/NAD,CCY
CNYRUB=X,CNY/RUB,CCY
19666223.SW,,
CADCDF=X,CAD/CDF,CCY
CHFXDR=X,CHF/XDR,CCY
CLPUYU=X,CLP/UYU,CCY
CHFMYR=X,CHF/MYR,CCY
CLPBOB=X,CLP/BOB,CCY
29134334=X,,
CADLAK=X,CAD/LAK,CCY
CADHNL=X,CAD/HNL,CCY
CADBZD=X,CAD/BZD,CCY
CADINR=X,CAD/INR,CCY
EURGIP=X,EUR/GIP,CCY
CHFANG=X,CHF/ANG,CCY
CADKHR=X,CAD/KHR,CCY
SEKZAR=X,SEK/ZAR,CCY
CHFKWD=X,CHF/KWD,CCY
CADMXN=X,CAD/MXN,CCY
CHFSTD=X,CHF/STD,CCY
CHFSGD=X,CHF/SGD,CCY
CADSYP=X,CAD/SYP,CCY
CADXDR=X,CAD/XDR,CCY
CADGNF=X,CAD/GNF,CCY
20161078.SW,20161078.SW,EBS
CZKSAR=X,CZK/SAR,CCY
MYRSEK=X,MYR/SEK,CCY
CHFETB=X,CHF/ETB,CCY
EUR-SLL.F,EUR-SLL.F,
CLPPEN=X,CLP/PEN,CCY
CADDJF=X,CAD/DJF,CCY
CHFCDF=X,CHF/CDF,CCY
22372096.SW,,
CADBAM=X,CAD/BAM,CCY
CNYISK=X,CNY/ISK,CCY
CHFQAR=X,CHF/QAR,CCY
CADAED=X,CAD/AED,CCY
EURETB=X,EUR/ETB,CCY
CLFGBP=X,CLF/GBP,CCY
CHFAED=X,CHF/AED,CCY
CHKOT.SW,,
CHFXCD=X,CHF/XCD,CCY
CADCOP=X,CAD/COP,CCY
CNHIDR=X,CNH/IDR,CCY
CHFTOP=X,CHF/TOP,CCY
CZKMUR=X,CZK/MUR,CCY
CHFTMT=X,CHF/TMT,CCY
CZKXDR=X,CZK/XDR,CCY
CNYCHF=X,CNY/CHF,CCY
NOKAUD=X,NOK/AUD,CCY
CHFLSL=X,CHF/LSL,CCY
CADPEN=X,CAD/PEN,CCY
22372094.SW,22372094.SW,EBS
CZKNGN=X,CZK/NGN,CCY
CHFBTN=X,CHF/BTN,CCY
CHDAV.SW,,
CHFBBD=X,CHF/BBD,CCY
CNYPLN=X,CNY/PLN,CCY
CHFMXN=X,CHF/MXN,CCY
CADSDG=X,CAD/SDG,CCY
CHFXPF=X,CHF/XPF,CCY
KESINR=X,KES/INR,CCY
CZKMAD=X,CZK/MAD,CCY
CADRON=X,CAD/RON,CCY
CHFTZS=X,CHF/TZS,CCY
CADBBD=X,CAD/BBD,CCY
CNHTHB=X,CNH/THB,CCY
CHFDKK=X,CHF/DKK,CCY
CNYQAR=X,CNY/QAR,CCY
CADBYR=X,CAD/BYR,CCY
CZKEGP=X,CZK/EGP,CCY
CZKCNY=X,CZK/CNY,CCY
CHFINR=X,CHF/INR,CCY
SEKAUD=X,SEK/AUD,CCY
CHFGIP=X,CHF/GIP,CCY
CADGEL=X,CAD/GEL,CCY
CZKBOB=X,CZK/BOB,CCY
CHFDOP=X,CHF/DOP,CCY
CHFMRO=X,CHF/MRO,CCY
CZKPLN=X,CZK/PLN,CCY
CZKCLP=X,CZK/CLP,CCY
CHFSDG=X,CHF/SDG,CCY
CADRWF=X,CAD/RWF,CCY
CHFPLN=X,CHF/PLN,CCY
CLPKRW=X,CLP/KRW,CCY
CHFIDR=X,CHF/IDR,CCY
CNYCZK=X,CNY/CZK,CCY
CHFAFN=X,CHF/AFN,CCY
19662920.SW,19662920.SW,EBS
CADDOP=X,CAD/DOP,CCY
CHFPKR=X,CHF/PKR,CCY
CHFSZL=X,CHF/SZL,CCY
CADCUP=X,CAD/CUP,CCY
CHFVUV=X,CHF/VUV,CCY
CADERN=X,CAD/ERN,CCY
CADZMK=X,,
CLPARS=X,CLP/ARS,CCY
COPUYU=X,COP/UYU,CCY
CZKUAH=X,CZK/UAH,CCY
CADIRR=X,CAD/IRR,CCY
CZKILS=X,CZK/ILS,CCY
CADMWK=X,CAD/MWK,CCY
CHFBSD=X,CHF/BSD,CCY
ZARANG=X,ZAR/ANG,CCY
CHFDJF=X,CHF/DJF,CCY
2218017=X,,
CADAUD=X,CAD/AUD,CCY
EUR-AFN.F,EUR-AFN.F,FRA
CADUYU=X,CAD/UYU,CCY
CADMAD=X,CAD/MAD,CCY
CNYHUF=X,CNY/HUF,CCY
CLPMXN=X,CLP/MXN,CCY
CZKRUB=X,CZK/RUB,CCY
EUR-DOP.F,EUR-DOP.F,FRA
CZKSEK=X,CZK/SEK,CCY
CADARS=X,CAD/ARS,CCY
CHFCOP=X,CHF/COP,CCY
CZKBMD=X,CZK/BMD,CCY
CNHJPY=X,CNH/JPY,CCY
CADCNH=X,CAD/CNH,CCY
CADPKR=X,CAD/PKR,CCY
COPPYG=X,COP/PYG,CCY
DOPGBP=X,DOP/GBP,CCY
DOPEUR=X,DOP/EUR,CCY
DKKTWD=X,DKK/TWD,CCY
DKKTND=X,DKK/TND,CCY
DKKSAR=X,DKK/SAR,CCY
DKKMYR=X,DKK/MYR,CCY
DKKJPY=X,DKK/JPY,CCY
DKKHUF=X,DKK/HUF,CCY
DKKCLP=X,DKK/CLP,CCY
DKKCHF=X,DKK/CHF,CCY
DEM=X,USD/DEM,CCY
DKKQAR=X,DKK/QAR,CCY
DKKBAM=X,DKK/BAM,CCY
DKKCZK=X,DKK/CZK,CCY
DKKSGD=X,DKK/SGD,CCY
DKKINR=X,DKK/INR,CCY
DKKJOD=X,DKK/JOD,CCY
PLNSEK=X,PLN/SEK,CCY
DKKTRY=X,DKK/TRY,CCY
DZDUSD=X,DZD/USD,CCY
DKKRON=X,DKK/RON,CCY
DKKKWD=X,DKK/KWD,CCY
DKKPHP=X,DKK/PHP,CCY
DWHEAT.MDD,DWHEAT.MDD,MDD
DKKHKD=X,DKK/HKD,CCY
29134338=X,,
DKKKRW=X,DKK/KRW,CCY
DKKMXN=X,DKK/MXN,CCY
DEMCHF=X,DEM/CHF,CCY
DKKGIP=X,DKK/GIP,CCY
DJFCHF=X,DJF/CHF,CCY
DKKBRL=X,DKK/BRL,CCY
DOPUSD=X,DOP/USD,CCY
DOPDKK=X,DOP/DKK,CCY
DKKOMR=X,DKK/OMR,CCY
DKKMUR=X,DKK/MUR,CCY
DZDGBP=X,DZD/GBP,CCY
DKKPKR=X,DKK/PKR,CCY
DJFUSD=X,DJF/USD,CCY
DKKIDR=X,DKK/IDR,CCY
DKKRSD=X,DKK/RSD,CCY
DKK=X,USD/DKK,CCY
DOPCHF=X,DOP/CHF,CCY
DKKAED=X,DKK/AED,CCY
DKKUAH=X,DKK/UAH,CCY
DKKTHB=X,DKK/THB,CCY
DKKLVL=X,DKK/LVL,CCY
DKKLTL=X,DKK/LTL,CCY
DKKAUD=X,DKK/AUD,CCY
MKDDKK=X,MKD/DKK,CCY
DKKPLN=X,DKK/PLN,CCY
DJF=X,USD/DJF,CCY
DKKSEK=X,DKK/SEK,CCY
DKKCAD=X,DKK/CAD,CCY
DZDMAD=X,DZD/MAD,CCY
DKKKPW=X,DKK/KPW,CCY
DZDEUR=X,DZD/EUR,CCY
DKKBGN=X,DKK/BGN,CCY
DKKNOK=X,DKK/NOK,CCY
DKKEUR=X,DKK/EUR,CCY
DKKXDR=X,DKK/XDR,CCY
DKKLKR=X,DKK/LKR,CCY
DJFEUR=X,DJF/EUR,CCY
DKKUSD=X,DKK/USD,CCY
DKKANG=X,DKK/ANG,CCY
DKKGBP=X,DKK/GBP,CCY
DKKNZD=X,DKK/NZD,CCY
DKKRUB=X,DKK/RUB,CCY
DKKISK=X,DKK/ISK,CCY
DKKILS=X,DKK/ILS,CCY
DZD=X,USD/DZD,CCY
DOP=X,USD/DOP,CCY
DKKKES=X,DKK/KES,CCY
DKKZAR=X,DKK/ZAR,CCY
DKKCNY=X,DKK/CNY,CCY
DKKEGP=X,DKK/EGP,CCY
DKKMAD=X,DKK/MAD,CCY
EURUSD=X,EUR/USD,CCY
EURGBP=X,EUR/GBP,CCY
EURJPY=X,EUR/JPY,CCY
EURCHF=X,EUR/CHF,CCY
EURSYP=X,EUR/SYP,CCY
EURSOS=X,EUR/SOS,CCY
EURAUD=X,EUR/AUD,CCY
ECS=X,USD/ECS,CCY
EURYER=X,EUR/YER,CCY
EURVND=X,EUR/VND,CCY
EURUSDFIX=X,,
EURUGX=X,EUR/UGX,CCY
EURSBD=X,EUR/SBD,CCY
EURRSD=X,EUR/RSD,CCY
EURPLN=X,EUR/PLN,CCY
EURPAB=X,EUR/PAB,CCY
EURNZD=X,EUR/NZD,CCY
EURNPR=X,EUR/NPR,CCY
EURMYR=X,EUR/MYR,CCY
EURMWK=X,EUR/MWK,CCY
EURMVR=X,EUR/MVR,CCY
EURMRO=X,EUR/MRO,CCY
EURMDL=X,EUR/MDL,CCY
EURLKR=X,EUR/LKR,CCY
EURLAK=X,EUR/LAK,CCY
EURCZK=X,EUR/CZK,CCY
